ticker,fiscal_year,filing_date,accession_number,source_file,total_net_revenue,net_interest_income,noninterest_revenue,total_noninterest_expense,pre_provision_profit,provision_credit_losses,income_before_tax,net_income,eps_basic,eps_diluted,efficiency_ratio,total_assets,total_liabilities,total_equity,total_loans_gross,allowance_loan_losses,net_loans,total_deposits,long_term_debt,short_term_borrowings,trading_assets,investment_securities_afs,investment_securities_htm,cash_due_from_banks,tier1_capital,tier1_capital_ratio,total_capital_ratio,tier1_leverage_ratio,cet1_ratio,rwa,tbvps,bvps,roe,roa,rotce,nim,net_charge_offs,net_charge_off_rate,npl,npa,npl_ratio,allowance_coverage_ratio,derivatives_notional,level1_assets,level2_assets,level3_assets,level3_pct_assets,var_value
JPM,2023,2024-02-16,0000019617-24-000225,2024-02-16_0000019617-24-000225.htm,158104.0,89267.0,68837.0,87172.0,70932.0,9320.0,61612.0,49552.0,16.25,16.23,55.0,3875393.0,3547515.0,,1323706.0,571552.0,-88343.0,2359067.0,391825.0,44712.0,540607.0,201704.0,369848.0,29066.0,,16.6,15.0,7.2,15.0,1671995.0,86.08,104.45,17.0,1.3,21.0,,6209.0,0.52,7597.0,,,7523.3908121626955,,,,1.0,2.580383460464526e-05,-42.0
JPM,2024,2025-02-14,0000019617-25-000270,2025-02-14_0000019617-25-000270.htm,177556.0,92583.0,84973.0,91797.0,85759.0,10678.0,75081.0,58471.0,19.79,19.75,52.0,4002814.0,3658056.0,,1347988.0,681320.0,-83176.0,2386642.0,401418.0,52893.0,637784.0,406852.0,274468.0,23372.0,,16.8,15.7,7.2,15.7,1757460.0,97.3,116.07,18.0,1.43,22.0,,8638.0,0.68,9300.0,,,7326.021505376345,,,,1.0,2.49824248641081e-05,-32.0
JPM,2025,2026-02-13,0001628280-26-008131,2026-02-13_0001628280-26-008131.htm,182447.0,95443.0,218.0,95640.0,86807.0,14212.0,72595.0,57048.0,20.05,20.02,52.0,4424900.0,4062462.0,,236.0,129.0,-188497.0,2506565.0,281.0,64776.0,802873.0,507198.0,270134.0,21742.0,,15.5,14.6,6.9,14.6,1981692.0,107.56,126.99,17.0,1.29,20.0,,9849.0,0.74,10359.0,,,1.2452939472922098,,,,1.0,2.259938077696671e-05,-51.0
MS,1997,1998-02-20,0000950130-98-000803,1998-02-20_0000950130-98-000803.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,2000,2001-02-16,0000950130-01-500161,2001-02-16_0000950130-01-500161.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,2002,2003-02-19,0000950130-03-001275,2003-02-19_0000950130-03-001275.htm,32415.0,1363.0,,,,,15.0,2988.0,,,,529499.0,,,21054.0,890.0,23404.0,,44051.0,50789.0,,,,29212.0,,,,,,,,20.24,,,,,1255.0,5.36233122543155,,,,,,,,,,48.0
MS,2003,2004-02-25,0001193125-04-029127,2004-02-25_0001193125-04-029127.htm,34933.0,1285.0,,,,,454.0,3787.0,3.52,3.45,,602843.0,,,19531.0,967.0,19382.0,,57902.0,28386.0,,,,29692.0,,,,,,,,22.93,16.5,,,,1193.0,6.155195542255701,,,,,,,,,,63.0
MS,2004,2005-02-11,0001193125-05-025463,2005-02-11_0001193125-05-025463.htm,39549.0,1231.0,,,,,6685.0,4486.0,4.15,4.06,,775410.0,,,17608.0,972.0,20226.0,,82587.0,36303.0,,,,32811.0,,,,,,,,25.95,16.8,,,,984.0,4.8650252150697115,,,,,,,,,,94.0
MS,2005,2006-02-13,0001193125-06-028736,2006-02-13_0001193125-06-028736.htm,52081.0,1393.0,,,,,7361.0,4939.0,4.7,4.57,,898523.0,2745.0,,19931.0,864.0,22916.0,,96709.0,31120.0,,,,29414.0,,,,,,,,27.59,19.0,,,,983.0,4.289579333216966,,,,,,,,,,93.0
MS,2006,2007-02-13,0001193125-07-027693,2007-02-13_0001193125-07-027693.htm,76551.0,1506.0,,,,,11000.0,7472.0,,,,1120645.0,2745.0,,21647.0,802.0,24173.0,,126770.0,29092.0,,,,20606.0,,,,,,,,32.67,21.1,,,,827.0,3.4211723824101274,,,,,,,,,,89.0
MS,2007,2008-01-29,0001193125-08-013719,2008-01-29_0001193125-08-013719.htm,85328.0,,,,,,3441.0,3209.0,,,,1045409.0,,,600.0,,22915.0,,159816.0,34495.0,,,,25598.0,,,,,,,,28.56,,,,,827.0,3.6089897447087056,,,,,,,,,,83.0
MS,2008,2009-01-29,0001193125-09-013429,2009-01-29_0001193125-09-013429.htm,,,,,,,2925.0,1707.0,,,,658812.0,,,200.0,,,,141466.0,3739.0,,,,11276.0,,17.9,26.8,6.6,,,,30.24,,6.65,,,,,,,,,,,,,,135.0
MS,2009,2010-02-26,0001193125-10-042763,2010-02-26_0001193125-10-042763.htm,,,,,,,1480.0,1406.0,,,,771462.0,,,7259.0,,,,167286.0,1595.0,,,,6988.0,,15.3,16.4,5.8,,9.7,21.67,27.26,,,,,,,,,,,,,,,,135.0
MS,2010,2011-02-28,0001193125-11-050049,2011-02-28_0001193125-11-050049.htm,,,,,,,,5702.0,,,,807698.0,,,3974.0,,,,165546.0,2311.0,,,,42000.0,,16.1,16.5,6.6,,329560.0,26.9,31.49,8.5,,,,,,,,,,,,,,,118.0
MS,2011,2012-02-27,0001193125-12-081807,2012-02-27_0001193125-12-081807.htm,,,,,,,,4645.0,,,,749898.0,,,121.0,,,,149152.0,1865.0,,,,314.0,,16.6,17.8,6.8,,315293.0,27.95,31.42,3.8,,,,,,,,,,,,,,,87.0
MS,2012,2013-02-26,0001193125-13-077191,2013-02-26_0001193125-13-077191.htm,,199.0,,,,85.0,,716.0,,,,780960.0,138742.0,,11748.0,,,,144268.0,1832.0,,,,32350.0,,17.7,18.5,7.1,,306746.0,26.86,30.7,,,0.1,,,,,,,,,,,,,75.0
MS,2013,2014-02-25,0001193125-14-067354,2014-02-25_0001193125-14-067354.htm,,,,,,46.0,,3613.0,,,,832702.0,763672.0,,7837.0,36701.0,,112379.0,153575.0,2134.0,273959.0,,,30169.0,,15.7,,7.6,,,27.16,32.24,4.3,,5.1,,13.0,,,,,,,,,,,53.0
MS,2014,2015-03-02,0001193125-15-071980,2015-03-02_0001193125-15-071980.htm,,,,,,23.0,,3667.0,,,,801510.0,729406.0,,8000.0,284.0,,133544.0,152772.0,2261.0,256801.0,209.0,,23161.0,,12.6,16.4,7.9,4.5,,28.26,33.25,4.8,,5.7,,3.0,,,,,,,,,,,1191.0
MS,2015,2016-02-23,0001193125-16-473553,2016-02-23_0001193125-16-473553.htm,,,,,,123.0,,6279.0,,,77.0,787465.0,711281.0,,20900.0,195.0,15816.0,156034.0,153768.0,88.0,228280.0,-246.0,,22356.0,,15.5,20.7,8.3,15.5,,,35.24,8.5,,8.2,,,,,,,,,,,,,1575.0
MS,2016,2017-02-27,0001193125-17-059212,2017-02-27_0001193125-17-059212.htm,,,,,,144.0,1428.0,6123.0,,,74.5,814949.0,737772.0,,24400.0,143.0,9604.0,155863.0,164775.0,941.0,262154.0,269.0,,25291.0,,17.8,23.2,8.4,16.9,,1.0,36.99,8.0,,,,,,,,,,,,,,,2094.0
MS,2017,2018-02-27,0001193125-18-060831,2018-02-27_0001193125-18-060831.htm,,,,,,29.0,1835.0,6216.0,,,72.6,851733.0,773267.0,,26700.0,423.0,12125.0,,,,298282.0,41.0,,63597.0,,16.5,21.7,8.3,16.5,,4.0,38.52,,,,,,,,,,,,,,,,40.0
MS,2018,2019-02-26,0001193125-19-051943,2019-02-26_0001193125-19-051943.htm,,3806.0,,,,15.0,5153.0,8883.0,,,72.0,853531.0,772125.0,,27500.0,440.0,8794.0,,,,27487.0,272.0,,69526.0,,8.6,12.1,4.0,8.6,,,39.19,13.2,,,,,,,,,,,,,,,1342.0
MS,2019,2020-02-27,0000895421-20-000265,2020-02-27_0000895421-20-000265.htm,,4694.0,,,,,5715.0,9237.0,,,72.7,895429.0,812732.0,72720.0,12423.0,114.0,17359.0,,,,30011.0,1137.0,,67657.0,,10.0,13.5,4.0,10.0,,,42.83,11.7,,,,,,,,,,,,,,,1100.0
MS,2020,2021-02-26,0000895421-21-000286,2021-02-26_0000895421-21-000286.htm,,6313.0,,,,,3980.0,1780.0,,,70.1,1115862.0,1012713.0,92531.0,98100.0,118.0,-17949.0,,,,34293.0,1580.0,,98.0,,4.5,8.0,4.0,17.4,,41.95,49.09,,,15.2,,,,,,,,,,,,,8578.0
MS,2021,2022-02-24,0000895421-22-000400,2022-02-24_0000895421-22-000400.htm,,8045.0,,,,-7.0,8514.0,9068.0,,,67.0,1188140.0,1081542.0,97691.0,129000.0,108.0,-36106.0,,,,33223.0,-1542.0,,88.0,,13.2,16.7,4.0,16.0,,40.91,55.12,,,19.8,,,,,,,,,,,,,-7842.0
MS,2022,2023-02-24,0000895421-23-000284,2023-02-24_0000895421-23-000284.htm,,9327.0,,,,211.0,9954.0,5407.0,,,73.0,1180231.0,1079000.0,,146000.0,109.0,-23652.0,,,,42117.0,-4437.0,,89.0,,13.3,16.8,4.0,15.3,,40.06,54.55,,,15.3,,,,,,,,,,,,,3700.0
MS,2023,2024-02-22,0000895421-24-000300,2024-02-22_0000895421-24-000300.htm,,8230.0,,,,401.0,11467.0,3592.0,,,77.0,1193693.0,1093711.0,,147000.0,116.0,-4059.0,351804.0,,,34032.0,1098.0,,97.0,,12.9,16.4,4.0,15.2,,40.89,55.5,9.4,,12.8,,,,,,,,,,,,,-3946.0
MS,2024,2025-02-21,0000895421-25-000304,2025-02-21_0000895421-25-000304.htm,,8611.0,,,,202.0,10013.0,6802.0,,,71.0,1215071.0,1109643.0,,160000.0,113.0,-22618.0,376007.0,,,36303.0,521.0,,93.0,,6.0,4.5,4.0,15.9,,44.57,58.98,14.0,,18.8,,,,,,,,,,,,,124.0
MS,2025,2026-02-19,0000895421-26-000086,2026-02-19_0000895421-26-000086.htm,,10046.0,,,,302.0,7699.0,8807.0,,,68.0,1420270.0,1307618.0,,181000.0,115.0,-41383.0,415523.0,,,33977.0,988.0,,95.0,,6.0,4.5,5.4,15.0,,50.0,64.37,16.6,,21.6,,,,,,,,,,,,,2637.0
PNC,1998,1999-03-25,0000950128-99-000612,1999-03-25_0000950128-99-000612.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,2002,2003-03-13,0000950128-03-000346,2003-03-13_0000950128-03-000346.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,2003,2004-03-12,0001193125-04-040348,2004-03-12_0001193125-04-040348.htm,2064.0,1996.0,3257.0,3476.0,-1412.0,177.0,,1001.0,3.58,2.36,66.0,68168.0,61061.0,,252.0,632.0,,45241.0,,116.0,,,,2965.0,,,,,,57271.0,,,23.0,1.64,,3.64,53.0,,11.0,,,5745.454545454545,,,,,,
PNC,2004,2005-03-16,0001193125-05-052209,2005-03-16_0001193125-05-052209.htm,2073.0,1969.0,3563.0,3735.0,-1662.0,52.0,,1197.0,,2.17,68.0,,71746.0,,279.0,607.0,,53269.0,,114.0,,,,3230.0,,,,,,64539.0,,,19.0,1.59,,3.22,49.0,0.35,9.0,,28.125,6744.444444444444,,,,,,
PNC,2005,2006-03-15,0001193125-06-054637,2006-03-15_0001193125-06-054637.htm,2857.0,2154.0,4162.0,4333.0,-1476.0,21.0,,1325.0,,4.55,69.0,,82801.0,,23217.0,596.0,,60275.0,,118.0,,,,3518.0,,,,,,76673.0,,,28.0,,,3.0,53.0,0.23,216.0,,,275.9259259259259,,,,,,
PNC,2006,2007-03-01,0001193125-07-043840,2007-03-01_0001193125-07-043840.htm,3125.0,2245.0,6327.0,4443.0,-1318.0,124.0,,2595.0,8.89,8.73,58.0,,90147.0,,24426.0,560.0,,66301.0,,,,,,3523.0,,,,,,85539.0,,,29.0,,,2.92,85.0,0.35,171.0,,,327.48538011695905,,,,,,
PNC,2007,2008-02-29,0001193125-08-043429,2008-02-29_0001193125-08-043429.htm,3801.0,2915.0,3790.0,4296.0,-495.0,315.0,1823.0,1467.0,4.43,4.35,113.02288871349644,,122412.0,14854.0,33437.0,830.0,,82696.0,4750.0,2000.0,,,,3567.0,,,,,,115132.0,,,23.0,,,3.0,131.0,0.39,478.0,,,173.64016736401672,,,,,,
PNC,2008,2009-03-02,0001193125-09-042518,2009-03-02_0001193125-09-042518.htm,7190.0,3823.0,3367.0,4430.0,2760.0,1517.0,1019.0,882.0,2.5,2.46,61.61335187760779,291081.0,263433.0,,175489.0,3917.0,1763.0,192865.0,5050.0,2000.0,,,,4471.0,,,,,,251106.0,,98.32,18.0,,,3.37,239.0,1.52,540.0,,30.629608621667614,725.3703703703704,,,,,,
PNC,2009,2010-03-11,0001193125-10-052794,2010-03-11_0001193125-10-052794.htm,16228.0,9083.0,7145.0,9073.0,7155.0,3930.0,1272.0,2403.0,4.3,4.26,55.90953906827705,,237296.0,,157543.0,5072.0,172.0,186922.0,2092.0,280.0,,,,4288.0,,,,,,232257.0,,,,,,3.82,415.0,3.06,324.0,,188.37209302325581,1565.432098765432,,,,,,
PNC,2010,2011-03-01,0001193125-11-051725,2011-03-01_0001193125-11-051725.htm,15176.0,9230.0,5946.0,8613.0,6563.0,2502.0,,3397.0,5.08,5.02,56.75408539799683,,231446.0,,150595.0,4887.0,,183390.0,4373.0,280.0,,,,3297.0,,,,,,216283.0,,,,0.21,,4.14,330.0,2.63,297.0,,,1645.4545454545453,,,,,,
PNC,2011,2012-02-29,0001193125-12-087345,2012-02-29_0001193125-12-087345.htm,14326.0,8700.0,5626.0,9105.0,5221.0,1152.0,,3071.0,5.7,5.64,63.55577272092698,,233959.0,,159014.0,4347.0,,187966.0,,,,,,4105.0,,6.0,,,,230705.0,,,,0.05,,3.92,219.0,1.82,336.0,,,1293.75,,,,,,
PNC,2012,2013-03-01,0001193125-13-085012,2013-03-01_0001193125-13-085012.htm,15512.0,9640.0,5872.0,10582.0,4930.0,987.0,,3001.0,5.36,5.3,68.21815368746776,,263342.0,,185856.0,4036.0,,213142.0,,,,,,5220.0,,6.0,,4.0,,260847.0,,,,0.82,,3.94,119.0,0.92,245.0,,,1647.3469387755104,,,,19.0,163.79310344827587,
PNC,2013,2014-03-03,0001193125-14-077944,2014-03-03_0001193125-14-077944.htm,16012.0,9147.0,6865.0,9801.0,6211.0,643.0,5568.0,4227.0,7.48,7.39,61.21034224331752,,276199.0,,189973.0,3609.0,,220931.0,,,,,,4043.0,,6.0,9.5,3.0,,272169.0,54.68,72.21,,0.73,,3.57,89.0,0.67,208.0,,,1735.096153846154,,,,35.0,,
PNC,2014,2015-03-02,0001193125-15-070443,2015-03-02_0001193125-15-070443.htm,15375.0,8525.0,6850.0,9488.0,5887.0,273.0,5614.0,4207.0,7.44,7.3,61.71056910569106,345072.0,298998.0,,199648.0,3331.0,,232234.0,,,,,,4360.0,,10.9,10.5,5.0,4.5,284018.0,59.88,77.61,,0.97,,3.08,31.0,0.24,139.0,,,2396.4028776978416,,,,23.0,0.006665275652617425,
PNC,2015,2016-02-29,0001193125-16-482577,2016-02-29_0001193125-16-482577.htm,15225.0,8278.0,6947.0,9463.0,5762.0,255.0,5507.0,4143.0,7.52,7.39,62.154351395730714,,312513.0,,205349.0,2727.0,,249002.0,,,,,,4065.0,,10.6,10.5,5.0,4.5,295905.0,63.65,81.84,,1.24,,2.74,138.0,3.06,111.0,,,2456.7567567567567,,,,57.0,,
PNC,2016,2017-02-28,0001193125-17-062524,2017-02-28_0001193125-17-062524.htm,15162.0,8391.0,6771.0,9476.0,5686.0,433.0,5253.0,3985.0,7.42,7.3,62.498351141010424,,319526.0,,208817.0,2589.0,,257164.0,,,,,,4879.0,,10.6,10.5,5.0,4.5,300533.0,67.26,85.94,,1.44,,2.73,349.0,,2374.0,,,109.05644481887111,,,,80.0,,
PNC,2017,2018-02-28,0000713676-18-000032,2018-02-28_0000713676-18-000032.htm,16329.0,9108.0,7221.0,10398.0,5931.0,441.0,5490.0,5388.0,10.49,10.36,63.678118684548956,,333183.0,,217271.0,2611.0,,265053.0,,,,,,5249.0,,10.4,,5.0,4.5,309460.0,72.28,91.94,,0.6,,2.87,371.0,,2035.0,,,128.30466830466833,,,,9.0,78.94736842105263,
PNC,2018,2019-03-01,0000713676-19-000015,2019-03-01_0000713676-19-000015.htm,17132.0,9721.0,7411.0,10296.0,6836.0,408.0,6428.0,5346.0,10.79,10.71,60.09806210600047,,334545.0,11.83,226245.0,2629.0,,267839.0,,,,,,5608.0,,10.6,,5.0,4.5,320595.0,75.42,95.72,,1.19,,2.97,420.0,,1808.0,,,145.40929203539824,,,,8.0,70.17543859649122,
PNC,2019,2020-03-02,0000713676-20-000042,2020-03-02_0000713676-20-000042.htm,17827.0,9965.0,7862.0,10574.0,7253.0,773.0,6480.0,5418.0,11.43,11.39,59.314522914679976,,360952.0,11.5,239843.0,2742.0,,288540.0,4180.0,,,328.0,,5061.0,,10.4,,3.0,4.5,340799.0,83.3,104.59,,1.3,,2.89,534.0,,1752.0,,,156.50684931506848,,,,38.0,,
PNC,2020,2021-02-26,0000713676-21-000025,2021-02-26_0000713676-21-000025.htm,16901.0,9946.0,6955.0,10297.0,6604.0,3175.0,,7558.0,6.37,6.36,60.925389030234896,,412638.0,,241928.0,5361.0,,365345.0,1986.0,,,,,7017.0,,10.4,,5.0,4.5,326772.0,97.43,119.11,,0.86,,2.53,0.33,,1211.0,,,442.69199009083405,,,,298.0,,
PNC,2021,2022-02-25,0000713676-22-000019,2022-02-25_0000713676-22-000019.htm,19211.0,10647.0,8564.0,13002.0,6209.0,320.0,,5725.0,12.71,12.7,67.67997501431472,,501465.0,,288372.0,70.0,,457278.0,1692.0,,,300.0,,8004.0,,6.0,,3.0,4.5,388769.0,94.11,120.61,,1.55,,2.29,,,1220.0,,,5.737704918032787,,,,5.0,54.94505494505495,
PNC,2022,2023-02-22,0000713676-23-000020,2023-02-22_0000713676-23-000020.htm,21120.0,13014.0,8106.0,13170.0,7950.0,,,6113.0,13.86,13.85,62.35795454545454,,511451.0,,326025.0,69.0,,436282.0,4335.0,,,,,7043.0,,6.0,,5.0,4.5,435537.0,72.12,99.93,,1.73,,2.65,,,1003.0,,,6.879361914257228,,,,-8.0,,
PNC,2023,2024-02-21,0000713676-24-000028,2024-02-21_0000713676-24-000028.htm,21490.0,13916.0,7574.0,14012.0,7478.0,396.0,6736.0,5647.0,12.8,12.79,65.20241973010702,,510439.0,,321508.0,66.0,,421418.0,10463.0,,,,,6921.0,,6.0,,3.0,4.5,424408.0,85.08,112.72,,3.28,,2.76,,,834.0,,,7.913669064748201,,,,22.0,,
PNC,2024,2025-02-21,0000713676-25-000027,2025-02-21_0000713676-25-000027.htm,21555.0,13499.0,8056.0,13524.0,8031.0,789.0,7242.0,5953.0,13.76,13.74,62.74182324286709,,505569.0,,316467.0,4486.0,,426738.0,8220.0,,,,,6904.0,,6.0,,3.0,4.5,422399.0,95.33,122.94,,4.39,,2.66,,,2357.0,,,190.3266864658464,,,,45.0,,
PNC,2025,2026-02-20,0000713676-26-000020,2026-02-20_0000713676-26-000020.htm,23099.0,14410.0,8689.0,13834.0,9265.0,779.0,8486.0,6997.0,16.6,16.59,59.89003852980649,,512936.0,,331481.0,4410.0,-14736.0,440866.0,5478.0,,,,,6777.0,,6.0,,4.0,4.5,444438.0,112.51,140.44,,4.42,,2.83,,,2361.0,,,186.78526048284624,,,,164.0,,
SCHW,1997,1998-03-27,0001047469-98-012181,1998-03-27_0001047469-98-012181.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,1998,1999-03-30,0000316709-99-000003,1999-03-30_0000316709-99-000003.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,1999,2000-03-28,0000316709-00-000009,2000-03-28_0000316709-00-000009.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,2001,2002-03-27,0000316709-02-000008,2002-03-27_0000316709-02-000008.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,2002,2003-03-21,0000316709-03-000009,2003-03-21_0000316709-03-000009.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,2003,2004-03-11,0000316709-04-000006,2004-03-11_0000316709-04-000006.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,2004,2005-03-02,0000316709-05-000006,2005-03-02_0000316709-05-000006.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,2005,2006-02-27,0001193125-06-039674,2006-02-27_0001193125-06-039674.htm,6.0,,,,,,,38.0,41.0,41.0,,,42901.0,,1244.0,29.0,,12271.0,8.0,78.0,,,,2330.0,,,,4.0,,,,,,85.0,,,,,,,,,,,,,,
SCHW,2006,2007-02-26,0001193125-07-039782,2007-02-26_0001193125-07-039782.htm,19.0,1434.0,,,,,,83.0,87.0,86.0,,,43984.0,,1.0,4.0,,9137.0,10.0,101.0,,,,4507.0,,,,8.0,,,,,,1.57,,,,,,,,,,,,,,
SCHW,2007,2008-02-27,0001193125-08-039024,2008-02-27_0001193125-08-039024.htm,16.0,1647.0,,,,3.0,27.0,50.0,54.0,54.0,,,38554.0,,102.0,7.0,,12047.0,6.0,101.0,,,,6764.0,,,,,,,,,,1.83,,,,,,,,,,,,,,
SCHW,2008,2009-02-25,0001193125-09-037420,2009-02-25_0001193125-09-037420.htm,3.0,1665.0,,,,17.0,11.0,43.0,50.0,50.0,,,47614.0,,0.13,0.33,,19203.0,13.0,40.0,,,,5217.0,,,,8.6,,,,,,1.76,,,,,,,,,,,,,,
SCHW,2009,2010-02-25,0001193125-10-040444,2010-02-25_0001193125-10-040444.htm,19.0,1207.0,,,,38.0,40.0,2.0,5.0,5.0,,,70358.0,,0.46,0.61,,31250.0,35.0,,,,,7848.0,,,,7.1,,,,,,1.05,,,,,,,,,,,,,,
SCHW,2010,2011-02-25,0001193125-11-046932,2011-02-25_0001193125-11-046932.htm,1.0,,,,,29.0,,22.0,21.0,20.0,,,86342.0,,0.58,0.6,,44858.0,51.0,,,,,7269.0,,,,6.5,,,,,,1.07,,,,,,,,,,,,,,
SCHW,2011,2012-02-24,0001193125-12-077926,2012-02-24_0001193125-12-077926.htm,10.0,,,,,33.0,79000.0,23.0,23.0,23.0,,,100839.0,,0.53,0.55,,52701.0,22.0,,,,,5554.0,,,,6.3,,,,,,1.1,,,,,,,,,,,,,,
SCHW,2012,2013-02-22,0001193125-13-071646,2013-02-22_0001193125-13-071646.htm,4.0,,,,,11.0,4000.0,6.0,10.0,10.0,,,124048.0,,0.45,0.52,,65546.0,17.0,,,,,7130.0,,16.9,,6.5,,,,,,0.91,,,,,,,,,,,,,,
SCHW,2013,2014-02-24,0000316709-14-000005,2014-02-24_0000316709-14-000005.htm,11.0,,,,,-106.0,18.0,8.0,3.0,3.0,,,133261.0,,0.39,0.39,,,6.0,,,,,6943.0,,16.7,,6.4,,,,,,0.85,,,,,,,,,,,,,,
SCHW,2014,2015-02-23,0000316709-15-000014,2015-02-23_0000316709-15-000014.htm,11.0,,,,,4.0,24.0,31.0,26.0,26.0,,,142839.0,,0.26,0.31,,,-1.0,,,,,7179.0,,18.0,,6.9,,,,,,0.91,,,,,,,,,,,,,,
SCHW,2015,2016-02-24,0000316709-16-000067,2016-02-24_0000316709-16-000067.htm,5.0,,,,,175.0,8.0,14.0,0.29,0.28,,,170316.0,,13973.0,0.22,,,10.0,,,,,9358.0,,,,7.1,,59578.0,,,,0.89,,,,,,,,,,,,,,
SCHW,2016,2017-02-23,0000316709-17-000010,2017-02-23_0000316709-17-000010.htm,17.0,,,,,-55.0,31.0,19.0,0.36,0.36,,223383.0,206962.0,,14715.0,,,,15.0,1864.0,,72586.0,57451.0,11143.0,,,,7.2,,68179.0,,,,0.96,,1.73,,,,,,,,,,,,
SCHW,2017,2018-02-22,0000316709-18-000009,2018-02-22_0000316709-18-000009.htm,15.0,,,,,100.0,22.0,22.0,,,,,224749.0,,15919.0,,,,26.0,3503.0,,53040.0,103599.0,9931.0,,,,7.6,,75866.0,,,,1.03,,1.97,,,31.0,,,,,,,,,
SCHW,2018,2019-02-22,0000316709-19-000008,2019-02-22_0000316709-19-000008.htm,18.0,,,,,3.0,25.0,28.0,,,,,275812.0,,16554.0,,,,38.0,-100.0,,54542.0,131794.0,17783.0,,,,7.1,,95441.0,,,,1.33,,1.97,,,24.0,,,,,,,,,
SCHW,2019,2020-02-26,0000316709-20-000012,2020-02-26_0000316709-20-000012.htm,6.0,,,,,4.0,6.0,26.0,,,,,272260.0,,16832.0,,,,27.0,17.0,,58181.0,134708.0,23512.0,,,,7.3,,90512.0,,,,1.32,,,,,23.0,,,,,,,,,
SCHW,2020,2021-02-24,0000316709-21-000012,2021-02-24_0000316709-21-000012.htm,12.0,,,,,9.0,-11000.0,15.0,2.13,2.12,,,492949.0,,20932.0,60865.0,,,48.0,89.0,,253555.0,134706.0,39052.0,,,,6.3,,123881.0,,,,0.8,15.0,1.62,,,90.0,,,67627.77777777778,,,,,,
SCHW,2021,2022-02-24,0000316709-22-000009,2022-02-24_0000316709-22-000009.htm,58000.0,,,,,-9.0,79000.0,77000.0,2.84,2.83,,667270.0,611009.0,,28789.0,,,,17704.0,3040.0,,357122.0,,40325.0,,,,6.2,,141969.0,,,,,22.0,1.45,,,36.0,,,,,,,,,
SCHW,2022,2023-02-24,0000316709-23-000009,2023-02-24_0000316709-23-000009.htm,12000.0,,,,,53.0,22000.0,23000.0,3.52,3.5,,551772.0,515164.0,,38816.0,,,,20714.0,4993.0,,260392.0,112357.0,57163.0,,,,7.2,,139657.0,,,,,42.0,1.78,,,25.0,,,,,,,,,
SCHW,2023,2024-02-23,0000316709-24-000018,2024-02-23_0000316709-24-000018.htm,-9000.0,,,,,-34.0,-32000.0,-29000.0,2.55,2.54,,493178.0,452220.0,,40234.0,,,,22636.0,7144.0,,137178.0,165634.0,37846.0,,,,8.5,,128230.0,,,,,54.0,1.98,,,15.0,,,,,,,,,
SCHW,2024,2025-02-26,0000316709-25-000010,2025-02-26_0000316709-25-000010.htm,4000.0,,,,,53.0,21000.0,17000.0,3.0,2.99,,,431468.0,,42255.0,,,,23083.0,9146.0,,101659.0,152566.0,29676.0,,,,9.9,,113648.0,,,,,35.0,2.12,,,,,,,,,,,,
SCHW,2025,2026-02-25,0000316709-26-000009,2026-02-25_0000316709-26-000009.htm,22000.0,,,,,-34.0,49000.0,49000.0,4.67,4.65,,,441570.0,,50595.0,,,,21093.0,7020.0,,74478.0,139447.0,28054.0,,,,9.3,,118782.0,,,,,38.0,2.74,,,,,,,,,,,,
STT,1997,1998-03-26,0000950156-98-000287,1998-03-26_0000950156-98-000287.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,1998,1999-03-23,0000950146-99-000551,1999-03-23_0000950146-99-000551.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,2001,2002-02-22,0001145443-02-000006,2002-02-22_0001145443-02-000006.htm,3864.0,,,,,8.0,1047.0,21.0,,,,71325.0,66051.0,3634.0,4130.0,-58.0,,38559.0,1218.0,1097.0,,-19160.0,-4246.0,1271.0,,,,5.4,,,,,18.2,10.0,,1.66,,,,,,,,,,,,
